Report_Date,Year,Week_Number,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,Normalized_NonComm_Positions,Long_Position_Ratio,Short_Position_Ratio,Bullish_Bearish_Score,Change_in_Open_Interest_All,Change_in_NonComm_Long_All,Change_in_NonComm_Short_All,Delta_Score
2021-04-27,2021,17,526935.0,95425.0,44111.0,0.2648068547354038,0.1810944423885299,0.0837124123468739,-1,10950.0,-893.0,-13978.0,-1
2021-04-20,2021,16,515985.0,96318.0,58089.0,0.29924707113578886,0.1866682170993343,0.11257885403645455,-1,5245.0,-371.0,2653.0,1
2021-04-13,2021,15,510740.0,96689.0,55436.0,0.2978521361162235,0.1893115871089008,0.10854054900732271,-1,-26990.0,-2876.0,-7264.0,-1
2021-04-06,2021,14,537730.0,99565.0,62700.0,0.3017592472058468,0.18515797891134955,0.11660126829449724,-1,-3267.0,1058.0,-1450.0,-1
2021-03-30,2021,13,540997.0,98507.0,64150.0,0.3006615563487413,0.18208418900659337,0.11857736734214792,-1,-1074.0,-5826.0,12824.0,1
2021-03-23,2021,12,542071.0,104333.0,51326.0,0.28715611054640444,0.19247109695962336,0.09468501358678107,-1,-17505.0,4465.0,-9596.0,-1
2021-03-16,2021,11,559576.0,99868.0,60922.0,0.2873425593663774,0.17847084220910117,0.10887171715727623,-1,15062.0,4256.0,-4687.0,-1
2021-03-09,2021,10,544514.0,95612.0,65609.0,0.29608237804721277,0.17559144484806635,0.12049093319914639,-1,16434.0,1451.0,1829.0,1
2021-03-02,2021,9,528080.0,94161.0,63780.0,0.2990853658536585,0.17830821087713983,0.12077715497651871,-1,11464.0,-3628.0,8647.0,1
2021-02-23,2021,8,516616.0,97789.0,55133.0,0.296007092308407,0.18928759465444353,0.10671949765396349,-1,15897.0,-1600.0,950.0,1
2021-02-16,2021,7,500719.0,99389.0,54183.0,0.306702961141878,0.19849256768766513,0.10821039345421284,-1,-26779.0,3305.0,-6908.0,-1
2021-02-09,2021,6,527498.0,96084.0,61091.0,0.29796321502640766,0.1821504536510091,0.11581276137539857,-1,17978.0,-2854.0,-1308.0,1
2021-02-02,2021,5,509520.0,98938.0,62399.0,0.3166450777202073,0.1941788349819438,0.12246624273826347,-1,16464.0,-310.0,1072.0,1
2021-01-26,2021,4,493056.0,99248.0,61327.0,0.32567294587227413,0.20129153686396678,0.12438140900830737,-1,7205.0,833.0,9819.0,1
2021-01-19,2021,3,485851.0,98415.0,51508.0,0.3085781443281994,0.20256210237294972,0.10601604195524965,-1,-17035.0,80.0,-9251.0,-1
2021-01-12,2021,2,502886.0,98335.0,60759.0,0.31636195877395673,0.19554133541200192,0.1208206233619548,-1,18087.0,2467.0,-3712.0,-1
2021-01-05,2021,1,484799.0,95868.0,64471.0,0.33073294293098787,0.19774793264837592,0.13298501028261198,-1,15690.0,2256.0,3551.0,1
2020-12-29,2020,52,469109.0,93612.0,60920.0,0.3294159779496876,0.19955276918583953,0.12986320876384805,-1,4257.0,3027.0,-3506.0,-1
2020-12-21,2020,51,464852.0,90585.0,64426.0,0.333463123746913,0.19486847426707857,0.13859464947983444,-1,832.0,-206.0,10733.0,1
2020-12-15,2020,50,464020.0,90791.0,53693.0,0.31137450971940867,0.1956618249213396,0.11571268479806905,-1,16909.0,-1328.0,3230.0,1
2020-12-08,2020,49,447111.0,92119.0,50463.0,0.31889620250899664,0.20603161183688168,0.11286459067211498,-1,12778.0,-1301.0,186.0,1
2020-12-01,2020,48,434333.0,93420.0,50277.0,0.33084522704929165,0.21508842293816036,0.11575680411113132,-1,1615.0,2412.0,-1374.0,-1
2020-11-24,2020,47,432718.0,91008.0,51651.0,0.3296812242615283,0.21031711183727048,0.11936411242425783,-1,-17986.0,-6816.0,6370.0,1
2020-11-17,2020,46,450704.0,97824.0,45281.0,0.31751437750718875,0.21704710852355427,0.10046726898363449,-1,3263.0,-5023.0,-11517.0,-1
2020-11-10,2020,45,447441.0,102847.0,56798.0,0.3567956445654287,0.22985600336133702,0.1269396412040917,-1,8776.0,-6125.0,2511.0,1
2020-11-03,2020,44,438665.0,108972.0,54287.0,0.3721723866732016,0.24841735720880398,0.12375502946439766,-1,-3460.0,3670.0,-2004.0,-1
2020-10-27,2020,43,442125.0,105302.0,56291.0,0.3654916595985298,0.23817246253887475,0.12731919705965508,-1,-9515.0,-7425.0,9377.0,1
2020-10-20,2020,42,451640.0,112727.0,46914.0,0.3534695775396333,0.24959481002568418,0.10387476751394917,-1,-16992.0,8409.0,-2127.0,-1
2020-10-13,2020,41,468632.0,104318.0,49041.0,0.32724824595844926,0.22260110278427422,0.10464714317417505,-1,13910.0,-3781.0,3596.0,1
2020-10-06,2020,40,454722.0,108099.0,45445.0,0.3376656506612832,0.2377254674284508,0.09994018323283237,-1,-796.0,-11491.0,1549.0,1
2020-09-29,2020,39,455518.0,119590.0,43896.0,0.35890129478966804,0.2625362773809158,0.09636501740875224,-1,11924.0,-3368.0,3493.0,1
2020-09-22,2020,38,443594.0,122958.0,40403.0,0.36826692876819794,0.27718589521048526,0.09108103355771269,-1,-16763.0,-18474.0,3159.0,1
2020-09-15,2020,37,460357.0,141432.0,37244.0,0.3881248683087256,0.30722243823814993,0.08090243007057567,-1,123.0,24275.0,-4820.0,-1
2020-09-08,2020,36,460234.0,117157.0,42064.0,0.34595662206616634,0.25455963705419415,0.09139698501197217,-1,5701.0,-1288.0,5517.0,1
2020-09-01,2020,35,454533.0,118445.0,36547.0,0.34099174317376296,0.26058614006023767,0.0804056031135253,-1,-2236.0,1691.0,-1607.0,-1
2020-08-25,2020,34,456769.0,116754.0,38154.0,0.33913860178777455,0.2556084147566932,0.08353018703108135,-1,-15231.0,-3770.0,7821.0,1
2020-08-18,2020,33,472000.0,120524.0,30333.0,0.3196122881355932,0.25534745762711863,0.06426483050847458,-1,-5090.0,-5895.0,6297.0,1
2020-08-11,2020,32,477090.0,126419.0,24036.0,0.3153597853654447,0.26497935400029343,0.05038043136515123,-1,6111.0,-2077.0,4648.0,1
2020-08-04,2020,31,470979.0,128496.0,19388.0,0.31399276825506023,0.2728274509054544,0.04116531734960582,-1,-3476.0,1076.0,-2795.0,-1
2020-07-28,2020,30,474455.0,127420.0,22183.0,0.3153154672202843,0.2685607697252637,0.046754697495020606,-1,-7060.0,-2119.0,-417.0,1
2020-07-21,2020,29,481515.0,129539.0,22600.0,0.31595900439238656,0.26902381026551614,0.046935194126870396,-1,-19193.0,-9435.0,-1487.0,1
2020-07-14,2020,28,500708.0,138974.0,24087.0,0.3256608642162698,0.2775549821452823,0.04810588207098748,-1,-7671.0,5275.0,-1292.0,-1
2020-07-07,2020,27,508379.0,133699.0,25379.0,0.31291221706640127,0.2629908001707388,0.049921416895662485,-1,-8106.0,-7761.0,-3711.0,1
2020-06-30,2020,26,516485.0,141460.0,29090.0,0.330212881303426,0.27388985159297946,0.05632302971044657,-1,3601.0,88.0,7758.0,1
2020-06-23,2020,25,512884.0,141372.0,21332.0,0.3172335264894206,0.27564127561007945,0.04159225087934114,-1,-22023.0,-11794.0,-793.0,1
2020-06-16,2020,24,534907.0,153166.0,22125.0,0.32770369428704427,0.2863413640128097,0.04136233027423459,-1,-17788.0,-13314.0,-1.0,1
2020-06-09,2020,23,552695.0,166480.0,22126.0,0.3412478853617275,0.30121495580745256,0.04003292955427496,-1,3175.0,-789.0,596.0,1
2020-06-02,2020,22,549520.0,167269.0,21530.0,0.34357075265686415,0.3043911049643325,0.03917964769253166,-1,-1156.0,-9210.0,1762.0,1
2020-05-26,2020,21,550676.0,176479.0,19768.0,0.3563747103559988,0.3204770137067895,0.03589769664920934,-1,4794.0,101.0,1410.0,1
2020-05-19,2020,20,545882.0,176378.0,18358.0,0.3567364375451105,0.3231064589050381,0.033629978640072396,-1,-52360.0,-7219.0,-16955.0,-1
2020-05-12,2020,19,598242.0,183597.0,35313.0,0.36592215190508187,0.30689420000601764,0.059027951899064256,-1,-21885.0,-12826.0,-7256.0,1
2020-05-05,2020,18,620127.0,196423.0,42569.0,0.38539202453690935,0.31674640839698964,0.06864561613991972,-1,-1957.0,-8531.0,-2352.0,1
2020-04-28,2020,17,622084.0,204954.0,44921.0,0.4016740504497785,0.32946354511609366,0.07221050533368484,-1,-42746.0,-38336.0,-28613.0,1
2020-04-21,2020,16,664830.0,243290.0,73534.0,0.4765488921980055,0.365943173442835,0.1106057187551705,-1,-5914.0,36285.0,32709.0,-1
2020-04-14,2020,15,670744.0,207005.0,40825.0,0.36948522834345143,0.30861998020109016,0.06086524814236132,-1,23435.0,8079.0,-254.0,-1
2020-04-07,2020,14,647309.0,198926.0,41079.0,0.37077346367808883,0.307312272809431,0.06346119086865779,-1,-46360.0,-10545.0,3260.0,1
2020-03-31,2020,13,693669.0,209471.0,37819.0,0.35649567733313725,0.3019754378529241,0.05452023948021319,-1,12066.0,2174.0,-2004.0,-1
2020-03-24,2020,12,681603.0,207297.0,39823.0,0.362557089684171,0.30413158392788764,0.05842550575628335,-1,11719.0,-5293.0,-20921.0,-1
2020-03-17,2020,11,669884.0,212590.0,60744.0,0.4080318383481319,0.3173534522394922,0.09067838610863971,-1,25584.0,-6708.0,-3081.0,1
2020-03-10,2020,10,644300.0,219298.0,63825.0,0.43942728542604376,0.3403662889958094,0.09906099643023436,-1,31325.0,-9863.0,13740.0,1
2020-03-03,2020,9,612975.0,229161.0,50085.0,0.4555585464333782,0.3738504832986663,0.08170806313471185,-1,-8757.0,-307.0,13898.0,1
2020-02-25,2020,8,621732.0,229468.0,36187.0,0.42728217302632004,0.36907863838438426,0.058203534641935756,-1,13295.0,2496.0,2088.0,-1
2020-02-18,2020,7,608437.0,226972.0,34099.0,0.4290846874861325,0.37304108724485857,0.05604360024127395,-1,-29310.0,-15425.0,6501.0,1
2020-02-11,2020,6,637747.0,242397.0,27598.0,0.423357538334167,0.3800833245785554,0.04327421375561155,-1,-2592.0,-3976.0,-8396.0,-1
2020-02-04,2020,5,640339.0,246373.0,35994.0,0.4409648639236404,0.3847540131086815,0.056210850814958954,-1,18952.0,11393.0,-6234.0,-1
2020-01-28,2020,4,621387.0,234980.0,42228.0,0.4461116824136971,0.37815403283300103,0.06795764958069608,-1,34246.0,6074.0,3695.0,-1
2020-01-21,2020,3,587141.0,228906.0,38533.0,0.4554936548461102,0.38986546672775363,0.06562818811835658,-1,-4877.0,-875.0,-2377.0,-1
2020-01-14,2020,2,592018.0,229781.0,40910.0,0.4572344084132577,0.3881317797769662,0.06910262863629146,-1,6271.0,506.0,8834.0,1
2020-01-07,2020,1,585747.0,229275.0,32076.0,0.4461841033756895,0.39142325953013846,0.05476084384555106,-1,4781.0,-4649.0,1735.0,1
2019-12-31,2019,52,580966.0,233924.0,30341.0,0.4548717136631059,0.40264662648072347,0.052225087182382446,-1,10993.0,9458.0,-11716.0,-1
2019-12-24,2019,51,569973.0,224466.0,42057.0,0.46760636030127745,0.3938186545678479,0.07378770573342948,-1,-31458.0,2043.0,-445.0,-1
2019-12-17,2019,50,601431.0,222423.0,42502.0,0.44049109540412784,0.3698229722112761,0.07066812319285172,-1,-7716.0,-6538.0,6284.0,1
2019-12-10,2019,49,609147.0,228961.0,36218.0,0.4353284182635718,0.37587150556433835,0.05945691269923352,-1,4270.0,10073.0,768.0,-1
2019-12-03,2019,48,604877.0,218888.0,35450.0,0.4204788742174029,0.3618719177617929,0.05860695645560998,-1,-13986.0,-3776.0,-5124.0,-1
2019-11-26,2019,47,618863.0,222664.0,40574.0,0.42535747007011243,0.35979530202968996,0.06556216804042252,-1,3902.0,238.0,-4006.0,-1
2019-11-19,2019,46,614961.0,222426.0,44580.0,0.4341836311570978,0.3616912291999005,0.07249240195719729,-1,-13877.0,-2597.0,-9080.0,-1
2019-11-12,2019,45,628838.0,225023.0,53660.0,0.4431713732312615,0.3578393799356909,0.08533199329557056,-1,-12216.0,22527.0,3677.0,-1
2019-11-05,2019,44,641054.0,202496.0,49983.0,0.39384981608413644,0.31587978547829043,0.077970030605846,-1,21299.0,-608.0,-4262.0,-1
2019-10-29,2019,43,619755.0,203104.0,54245.0,0.4152431202652661,0.327716597687796,0.08752652257747012,-1,-2267.0,8552.0,5998.0,-1
2019-10-22,2019,42,622022.0,194552.0,48247.0,0.39033828385491187,0.31277350318799013,0.07756478066692175,-1,-21141.0,-11291.0,-4076.0,1
2019-10-15,2019,41,643163.0,205843.0,52323.0,0.4014005780805177,0.3200479505195417,0.08135262756097598,-1,5818.0,-8044.0,6164.0,1
2019-10-08,2019,40,637345.0,213887.0,46159.0,0.4080144976425641,0.3355906141885478,0.07242388345401628,-1,-892.0,516.0,-9983.0,-1
2019-10-01,2019,39,638237.0,213371.0,56142.0,0.42227730451227363,0.33431311566079686,0.0879641888514768,-1,1685.0,698.0,9934.0,1
2019-09-24,2019,38,636552.0,212673.0,46208.0,0.4066926189847805,0.3341015345172115,0.07259108446756903,-1,-38895.0,-1049.0,-3149.0,-1
2019-09-17,2019,37,675447.0,213722.0,49357.0,0.38948873856868116,0.3164156477118116,0.0730730908568696,-1,18280.0,9366.0,532.0,-1
2019-09-10,2019,36,657167.0,204356.0,48825.0,0.3852612806181686,0.3109650971518655,0.07429618346630308,-1,4365.0,1844.0,3201.0,1
2019-09-03,2019,35,652802.0,202512.0,45624.0,0.3801091295676177,0.3102196378074822,0.06988949176013554,-1,21799.0,-1774.0,4862.0,1
2019-08-27,2019,34,631003.0,204286.0,40762.0,0.38834680659204474,0.32374806458923333,0.06459874200281139,-1,14760.0,1189.0,571.0,-1
2019-08-20,2019,33,616243.0,203097.0,40191.0,0.39479231407091037,0.32957291198439576,0.06521940208651457,-1,-32169.0,-9386.0,-13867.0,-1
2019-08-13,2019,32,648412.0,212483.0,54058.0,0.4110673460700912,0.3276975133094391,0.08336983276065217,-1,-13937.0,-2061.0,-15629.0,-1
2019-08-06,2019,31,662349.0,214544.0,69687.0,0.4291257328085345,0.323913827906436,0.10521190490209845,-1,8052.0,-4121.0,206.0,1
2019-07-30,2019,30,654297.0,218665.0,69481.0,0.4403902203433609,0.3341983839143386,0.10619183642902229,-1,2257.0,4899.0,4821.0,-1
2019-07-23,2019,29,652040.0,213766.0,64660.0,0.4270075455493528,0.3278418501932397,0.09916569535611312,-1,-23840.0,-2271.0,10000.0,1
2019-07-16,2019,28,675880.0,216037.0,54660.0,0.4005104456412381,0.3196381014381251,0.08087234420311298,-1,-11365.0,3578.0,13211.0,1
2019-07-09,2019,27,687245.0,212459.0,41449.0,0.36945776251555124,0.30914593776600774,0.06031182474954347,-1,6279.0,-207.0,-1228.0,-1
2019-07-02,2019,26,680966.0,212666.0,42677.0,0.3749717313346041,0.31230046727736777,0.06267126405723633,-1,6076.0,-4157.0,-5685.0,-1
2019-06-25,2019,25,674890.0,216823.0,48362.0,0.3929306998177481,0.32127161463349585,0.07165908518425225,-1,-8022.0,6602.0,-12122.0,-1
2019-06-18,2019,24,682912.0,210221.0,60484.0,0.39639807178670167,0.30783029145775737,0.08856778032894429,-1,-7424.0,7906.0,-12010.0,-1
2019-06-11,2019,23,690336.0,202315.0,72494.0,0.3980800653594771,0.2930674338293237,0.10501263153015343,-1,36519.0,1617.0,29.0,-1
2019-06-04,2019,22,653817.0,200698.0,72465.0,0.41779733472821906,0.3069635693167966,0.11083376541142247,-1,33863.0,10227.0,-20019.0,-1
2019-05-28,2019,21,619954.0,190471.0,92484.0,0.4564128951502853,0.30723408510954037,0.14917881004074496,-1,11217.0,2006.0,7939.0,1
2019-05-21,2019,20,608737.0,188465.0,84545.0,0.44848596356061815,0.30960004074008973,0.13888592282052842,-1,-28696.0,-45.0,1338.0,1
2019-05-14,2019,19,637433.0,188510.0,83207.0,0.426267544981198,0.29573304174713266,0.13053450323406537,-1,2755.0,5774.0,6015.0,1
2019-05-07,2019,18,634678.0,182736.0,77192.0,0.4095431068983012,0.2879192283331075,0.12162387856519369,-1,12278.0,5563.0,8049.0,1
2019-04-30,2019,17,622400.0,177173.0,69143.0,0.3957519280205656,0.28466098971722364,0.11109093830334191,-1,6737.0,11000.0,15465.0,1
2019-04-23,2019,16,615663.0,166173.0,53678.0,0.3570963335461121,0.2699090249048587,0.08718730864125342,-1,-3050.0,3449.0,-5163.0,-1
2019-04-16,2019,15,618713.0,162724.0,58841.0,0.35810626251589994,0.2630040099367558,0.09510225257914412,-1,9863.0,3716.0,1604.0,-1
2019-04-09,2019,14,608850.0,159008.0,57237.0,0.3551695819988503,0.26116120555144945,0.09400837644740084,-1,15859.0,9536.0,-5.0,-1
2019-04-02,2019,13,592991.0,149472.0,57242.0,0.348595509881263,0.2520645338630772,0.09653097601818578,-1,14049.0,-6396.0,7938.0,1
2019-03-26,2019,12,578942.0,155868.0,49304.0,0.35439128617374455,0.2692290419420253,0.08516224423171924,-1,-23423.0,140.0,8714.0,1
2019-03-19,2019,11,602365.0,155728.0,40590.0,0.32591203008142905,0.25852763689789415,0.0673843931835349,-1,5804.0,-334.0,-1005.0,-1
2019-03-12,2019,10,596561.0,156062.0,41595.0,0.3313273914989414,0.26160275311326087,0.06972463838568059,-1,-11585.0,2048.0,1274.0,-1
2019-03-05,2019,9,608146.0,154014.0,40321.0,0.31955319939619764,0.2532516862727043,0.06630151312349337,-1,8104.0,7438.0,-391.0,-1
2019-02-26,2019,8,600042.0,146576.0,40712.0,0.3121248179294116,0.24427623399695356,0.06784858393245806,-1,-11948.0,-5165.0,-7076.0,-1
2019-02-19,2019,7,611990.0,151741.0,47788.0,0.3260331051160967,0.24794686187682805,0.07808624323926862,-1,-10156.0,-7191.0,-8821.0,-1
2019-02-12,2019,6,622146.0,158932.0,56609.0,0.34644761840468313,0.25545772214239104,0.09098989626229213,-1,29739.0,15379.0,5780.0,-1
2019-02-05,2019,5,592407.0,143553.0,50829.0,0.3281223888306519,0.24232157958970776,0.08580080924094415,-1,7060.0,8063.0,1038.0,-1
2019-01-29,2019,4,585347.0,135490.0,49791.0,0.3165319032983854,0.23146953858138847,0.08506236471699692,-1,12386.0,6071.0,-4907.0,-1
2019-01-22,2019,3,572961.0,129419.0,54698.0,0.32134298844074904,0.22587750300631282,0.0954654854344362,-1,-4519.0,-3352.0,-3979.0,-1
2019-01-15,2019,2,577480.0,132771.0,58677.0,0.33152316963358036,0.22991445591189305,0.10160871372168732,-1,9751.0,2980.0,1504.0,-1
2019-01-08,2019,1,567729.0,129791.0,57173.0,0.32931909414527,0.2286143564975543,0.10070473764771572,-1,14767.0,-4924.0,2574.0,1
2018-12-31,2018,52,549838.5,134122.5,52629.5,0.3396488241547291,0.2439307178380561,0.09571810631667299,-1,-5261.0,7115.0,807.5,-1
2018-12-18,2018,51,563484.0,120485.0,52984.0,0.30785079966778117,0.21382151045992434,0.09402928920785683,-1,-31020.0,4072.0,-3621.0,-1
2018-12-11,2018,50,594504.0,116413.0,56605.0,0.29102916044299115,0.19581533513651717,0.09521382530647397,-1,4340.0,3561.0,5586.0,1
2018-12-04,2018,49,590164.0,112852.0,51019.0,0.2776702747033028,0.19122142319761964,0.08644885150568317,-1,-49.0,-2538.0,3723.0,1
2018-11-27,2018,48,590213.0,115390.0,47296.0,0.2756394725294089,0.1955056903185799,0.08013378221082897,-1,5765.0,5895.0,-8130.0,-1
2018-11-20,2018,47,584448.0,109495.0,55426.0,0.2821825038326763,0.18734771955759966,0.09483478427507665,-1,-32206.0,2248.0,-327.0,-1
2018-11-13,2018,46,616654.0,107247.0,55753.0,0.26432975380034834,0.17391762641611017,0.09041212738423816,-1,-9105.0,2486.0,6042.0,1
2018-11-06,2018,45,625759.0,104761.0,49711.0,0.24685541877943426,0.16741429208369357,0.07944112669574069,-1,12732.0,-4655.0,11928.0,1
2018-10-30,2018,44,613027.0,109416.0,37783.0,0.2401182982152499,0.17848479757009073,0.061633500645159184,-1,6585.0,11238.0,-5078.0,-1
2018-10-23,2018,43,606442.0,98178.0,42861.0,0.23256799496077118,0.1618918214767447,0.07067617348402651,-1,-36439.0,7314.0,2261.0,-1
2018-10-16,2018,42,642881.0,90864.0,40600.0,0.20449196663146058,0.14133875476176774,0.06315321186969283,-1,-5421.0,-178.0,-5249.0,-1
2018-10-09,2018,41,648302.0,91042.0,45849.0,0.2111531354214548,0.14043146558239833,0.07072166983905649,-1,13764.0,-2722.0,-60.0,1
2018-10-02,2018,40,634538.0,93764.0,45909.0,0.22011762888904998,0.14776735199467958,0.07235027689437039,-1,23824.0,10149.0,8778.0,-1
2018-09-25,2018,39,610714.0,83615.0,37131.0,0.19771284103524728,0.13691351434550378,0.06079932668974348,-1,-12420.0,-14015.0,-4199.0,1
2018-09-18,2018,38,623134.0,97630.0,41330.0,0.22300179415663404,0.1566757711824423,0.06632602297419175,-1,-1221.0,1422.0,-656.0,-1
2018-09-11,2018,37,624355.0,96208.0,41986.0,0.2213388216639572,0.15409182276108943,0.06724699890286776,-1,-1963.0,2333.0,5818.0,1
2018-09-04,2018,36,626318.0,93875.0,36168.0,0.20763094785715883,0.14988392477942514,0.057747023077733675,-1,8617.0,-1685.0,-1740.0,-1
2018-08-28,2018,35,617701.0,95560.0,37908.0,0.21607217731556205,0.15470267977549007,0.061369497540071975,-1,7897.0,340.0,-5364.0,-1
2018-08-21,2018,34,609804.0,95220.0,43272.0,0.22710903831395005,0.15614853297124978,0.07096050534270028,-1,-34607.0,2004.0,-1742.0,-1
2018-08-14,2018,33,644411.0,93216.0,45014.0,0.2145059597058399,0.14465302423453355,0.06985293547130636,-1,6097.0,2590.0,2292.0,-1
2018-08-07,2018,32,638314.0,90626.0,42722.0,0.20890658829353578,0.14197714604410996,0.06692944224942583,-1,6176.0,4017.0,-4701.0,-1
2018-07-31,2018,31,632138.0,86609.0,47423.0,0.21202965175325642,0.13700964030006108,0.07502001145319534,-1,17705.0,-8056.0,-917.0,1
2018-07-24,2018,30,614433.0,94665.0,48340.0,0.23274303300766724,0.15406887325387797,0.07867415975378926,-1,-16024.0,-4365.0,202.0,1
2018-07-17,2018,29,630457.0,99030.0,48138.0,0.2334306701329353,0.15707653337182392,0.07635413676111139,-1,5770.0,-7632.0,-4027.0,1
2018-07-10,2018,28,624687.0,106662.0,52165.0,0.2542505286647553,0.17074470895024227,0.08350581971451303,-1,-5000.0,3731.0,-3023.0,-1
2018-07-03,2018,27,629687.0,102931.0,55188.0,0.2511072961646024,0.1634637526263048,0.0876435435382976,-1,-3248.0,-6177.0,-1093.0,1
2018-06-26,2018,26,632935.0,109108.0,56281.0,0.2613048733282249,0.17238421006896443,0.08892066325926043,-1,-7286.0,-903.0,-4528.0,-1
2018-06-19,2018,25,640221.0,110011.0,60809.0,0.26681411575065483,0.1718328514684773,0.09498126428217755,-1,-21954.0,-26246.0,315.0,1
2018-06-12,2018,24,662175.0,136257.0,60494.0,0.2971284026126024,0.20577188809604713,0.09135651451655528,-1,8537.0,-6840.0,8814.0,1
2018-06-05,2018,23,653638.0,143097.0,51680.0,0.2979891010008598,0.21892393037124525,0.07906517062961456,-1,11442.0,9220.0,-7274.0,-1
2018-05-29,2018,22,642196.0,133877.0,58954.0,0.30026814243626554,0.20846750836193312,0.09180063407433245,-1,7532.0,-9022.0,7334.0,1
2018-05-22,2018,21,634664.0,142899.0,51620.0,0.3064913087870117,0.2251569334324934,0.08133437535451829,-1,-33037.0,3688.0,-4495.0,-1
2018-05-15,2018,20,667701.0,139211.0,56115.0,0.2925351317431006,0.2084930230746996,0.08404210866840098,-1,-1166.0,14745.0,-8980.0,-1
2018-05-08,2018,19,668867.0,124466.0,65095.0,0.28340611810718724,0.1860848270283928,0.09732129107879443,-1,18992.0,11938.0,5303.0,-1
2018-05-01,2018,18,649875.0,112528.0,59792.0,0.2651586843623774,0.17315329871129062,0.09200538565108675,-1,23615.0,9157.0,3020.0,-1
2018-04-24,2018,17,626260.0,103371.0,56772.0,0.25571328202344074,0.16506083735189858,0.09065244467154217,-1,3072.0,9357.0,3647.0,-1
2018-04-17,2018,16,623188.0,94014.0,53125.0,0.23610692118590218,0.15085977265287523,0.08524714853302695,-1,38087.0,-3589.0,-9364.0,-1
2018-04-10,2018,15,585101.0,97603.0,62489.0,0.2736142990697333,0.16681393468819913,0.10680036438153413,-1,11093.0,278.0,93.0,-1
2018-04-03,2018,14,574008.0,97325.0,62396.0,0.2782557037532578,0.16955338601552591,0.10870231773773188,-1,20865.0,-12627.0,6814.0,1
2018-03-27,2018,13,553143.0,109952.0,55582.0,0.29926076981901606,0.19877680816714666,0.1004839616518694,-1,39692.0,-14046.0,16595.0,1
2018-03-20,2018,12,513451.0,123998.0,38987.0,0.31743048509010596,0.24149918882230242,0.07593129626780355,-1,-34859.0,-8695.0,-3535.0,1
2018-03-13,2018,11,548310.0,132693.0,42522.0,0.31955463150407615,0.2420036110959129,0.07755102040816327,-1,-7081.0,1761.0,380.0,-1
2018-03-06,2018,10,555391.0,130932.0,42142.0,0.31162550347412904,0.2357474283882886,0.07587807508584042,-1,12476.0,1801.0,-4014.0,-1
2018-02-27,2018,9,542915.0,129131.0,46156.0,0.32286269489699126,0.23784754519584098,0.08501514970115027,-1,5709.0,1854.0,3117.0,1
2018-02-20,2018,8,537206.0,127277.0,43039.0,0.3170403904647379,0.23692401052854956,0.08011637993618835,-1,-42536.0,5562.0,-8768.0,-1
2018-02-13,2018,7,579742.0,121715.0,51807.0,0.2993090029702868,0.20994683842122874,0.08936216454905803,-1,10543.0,11146.0,-7164.0,-1
2018-02-06,2018,6,569199.0,110569.0,58971.0,0.29785716419037983,0.19425367929318219,0.10360348489719765,-1,-3914.0,-3979.0,-1588.0,1
2018-01-30,2018,5,573113.0,114548.0,60559.0,0.3055366044741613,0.19986983369771755,0.10566677077644374,-1,20910.0,-5577.0,5270.0,1
2018-01-23,2018,4,552203.0,120125.0,55289.0,0.3176621640954504,0.2175377533262224,0.10012441076922798,-1,-33797.0,-9282.0,4592.0,1
2018-01-16,2018,3,586000.0,129407.0,50697.0,0.3073447098976109,0.2208310580204778,0.0865136518771331,-1,-7095.0,-252.0,-4202.0,-1
2018-01-09,2018,2,593095.0,129659.0,54899.0,0.31117780456756505,0.21861421863276542,0.09256358593479966,-1,11792.0,20444.0,-10443.0,-1
2018-01-02,2018,1,581303.0,109215.0,65342.0,0.3002857373865265,0.18787964280246275,0.11240609458406373,-1,7761.0,9705.0,-752.0,-1
2017-12-26,2017,52,573542.0,99510.0,66094.0,0.2887390984444034,0.17350080726433287,0.1152382911800705,-1,-103.0,-3182.0,-1606.0,1
2017-12-19,2017,51,573645.0,102692.0,67700.0,0.2970338798385761,0.17901663921066166,0.11801724062791448,-1,-21726.0,-3497.0,974.0,1
2017-12-12,2017,50,595371.0,106189.0,66726.0,0.2904323522643864,0.17835769629357157,0.11207465597081484,-1,-6142.0,-8586.0,-4432.0,1
2017-12-05,2017,49,601513.0,114775.0,71158.0,0.3091088638150796,0.1908105061735989,0.11829835764148074,-1,9395.0,2723.0,328.0,-1
2017-11-28,2017,48,592118.0,112052.0,70830.0,0.3088607338402143,0.18923930703001768,0.11962142681019662,-1,-9376.0,-1993.0,-8771.0,-1
2017-11-21,2017,47,601494.0,114045.0,79601.0,0.32194169850405824,0.1896028888068709,0.13233880969718734,-1,-27468.0,347.0,-11373.0,-1
2017-11-14,2017,46,628962.0,113698.0,90974.0,0.32541234605588254,0.18077085738089105,0.1446414886749915,-1,-17344.0,-15178.0,23.0,1
2017-11-07,2017,45,646306.0,128876.0,90951.0,0.3401283602504077,0.19940399748725834,0.14072436276314934,-1,27889.0,2666.0,2365.0,-1
2017-10-31,2017,44,618417.0,126210.0,88586.0,0.3473319782606235,0.20408559273111831,0.14324638552950517,-1,20437.0,15332.0,-286.0,-1
2017-10-24,2017,43,597980.0,110878.0,88872.0,0.33404127228335395,0.185420917087528,0.14862035519582595,-1,-20576.0,3615.0,-2886.0,-1
