ID,Market_and_Exchange_Names,Report_Date_as_YYYY_MM_DD,YYYY Report Week WW,CONTRACT_MARKET_NAME,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Commodity Name,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,NonComm_Postions_Spread_All,Comm_Positions_Long_All,Comm_Positions_Short_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,NonComm_Positions_Long_Old,NonComm_Positions_Short_Old,NonComm_Positions_Spread_Old,Comm_Positions_Long_Old,Comm_Positions_Short_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,NonComm_Positions_Long_Other,NonComm_Positions_Short_Other,NonComm_Positions_Spread_Other,Comm_Positions_Long_Other,Comm_Positions_Short_Other,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_NonComm_Long_All,Change_in_NonComm_Short_All,Change_in_NonComm_Spead_All,Change_in_Comm_Long_All,Change_in_Comm_Short_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_NonComm_Long_All,Pct_of_OI_NonComm_Short_All,Pct_of_OI_NonComm_Spread_All,Pct_of_OI_Comm_Long_All,Pct_of_OI_Comm_Short_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_NonComm_Long_Old,Pct_of_OI_NonComm_Short_Old,Pct_of_OI_NonComm_Spread_Old,Pct_of_OI_Comm_Long_Old,Pct_of_OI_Comm_Short_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_NonComm_Long_Other,Pct_of_OI_NonComm_Short_Other,Pct_of_OI_NonComm_Spread_Other,Pct_of_OI_Comm_Long_Other,Pct_of_OI_Comm_Short_Other,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_NonComm_Long_All,Traders_NonComm_Short_All,Traders_NonComm_Spread_All,Traders_Comm_Long_All,Traders_Comm_Short_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_NonComm_Long_Old,Traders_NonComm_Short_Old,Traders_NonComm_Spead_Old,Traders_Comm_Long_Old,Traders_Comm_Short_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_NonComm_Long_Other,Traders_NonComm_Short_Other,Traders_NonComm_Spread_Other,Traders_Comm_Long_Other,Traders_Comm_Short_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units,COMMODITY_NAME,COMMODITY_SUBGROUP_NAME,COMMODITY_GROUP_NAME,FutOnly_or_Combined
150623067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",06/23/2015 12:00:00 AM,2015 Report Week 25,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,386329,62685,42261,93762,216810,237783,373257,373806,13072,12523,386329,62685,42261,93762,216810,237783,373257,373806,13072,12523,0,0,0,0,0,0,0,0,0,0,-39731,-5622,7540,-20796,-11019,-27059,-37437,-40315,-2294,584,100,16.2,10.9,24.3,56.1,61.5,96.6,96.8,3.4,3.2,100,16.2,10.9,24.3,56.1,61.5,96.6,96.8,3.4,3.2,0,0,0,0,0,0,0,0,0,0,131,31,29,49,61,63,120,116,131,31,29,49,61,63,120,116,0,0,0,0,0,0,0,0,21.5,32.2,34.4,44.6,15.1,20.5,23.4,28.1,21.5,32.2,34.4,44.6,15.1,20.5,23.4,28.1,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
150616067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",06/16/2015 12:00:00 AM,2015 Report Week 24,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,426060,68307,34721,114558,227829,264842,410694,414121,15366,11939,426060,68307,34721,114558,227829,264842,410694,414121,15366,11939,0,0,0,0,0,0,0,0,0,0,6687,3010,-780,6834,-1003,3569,8841,9623,-2154,-2936,100,16,8.1,26.9,53.5,62.2,96.4,97.2,3.6,2.8,100,16,8.1,26.9,53.5,62.2,96.4,97.2,3.6,2.8,0,0,0,0,0,0,0,0,0,0,131,35,23,47,63,66,118,118,131,35,23,47,63,66,118,118,0,0,0,0,0,0,0,0,21.4,31.5,33.4,43.2,12.1,18.4,19.2,25.5,21.4,31.5,33.4,43.2,12.1,18.4,19.2,25.5,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
150609067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",06/09/2015 12:00:00 AM,2015 Report Week 23,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,419373,65297,35501,107724,228832,261273,401853,404498,17520,14875,419373,65297,35501,107724,228832,261273,401853,404498,17520,14875,0,0,0,0,0,0,0,0,0,0,7415,-8326,-3269,11689,1936,-2903,5299,5517,2116,1898,100,15.6,8.5,25.7,54.6,62.3,95.8,96.5,4.2,3.5,100,15.6,8.5,25.7,54.6,62.3,95.8,96.5,4.2,3.5,100,0,0,0,0,0,0,0,0,0,127,34,23,45,59,64,112,115,127,34,23,45,59,64,112,115,0,0,0,0,0,0,0,0,21.4,32,32.6,43.3,13.8,19.2,20.7,26.2,21.4,32,32.6,43.3,13.8,19.2,20.7,26.2,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
150602067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",06/02/2015 12:00:00 AM,2015 Report Week 22,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,411958,73623,38770,96035,226896,264176,396554,398981,15404,12977,411958,73623,38770,96035,226896,264176,396554,398981,15404,12977,0,0,0,0,0,0,0,0,0,0,13327,25,-7072,8662,2693,11646,11380,13236,1947,91,100,17.9,9.4,23.3,55.1,64.1,96.3,96.8,3.7,3.2,100,17.9,9.4,23.3,55.1,64.1,96.3,96.8,3.7,3.2,100,0,0,0,0,0,0,0,0,0,127,36,22,45,61,62,114,115,127,36,22,45,61,62,114,115,0,0,0,0,0,0,0,0,19.2,31.1,31.1,43.2,13.3,19.7,20.3,27.4,19.2,31.1,31.1,43.2,13.3,19.7,20.3,27.4,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
150526067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",05/26/2015 12:00:00 AM,2015 Report Week 21,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,398631,73598,45842,87373,224203,252530,385174,385745,13457,12886,398631,73598,45842,87373,224203,252530,385174,385745,13457,12886,0,0,0,0,0,0,0,0,0,0,5377,158,-4263,2863,2941,5569,5962,4169,-585,1208,100,18.5,11.5,21.9,56.2,63.3,96.6,96.8,3.4,3.2,100,18.5,11.5,21.9,56.2,63.3,96.6,96.8,3.4,3.2,100,0,0,0,0,0,0,0,0,0,126,31,27,43,58,60,110,112,126,31,27,43,58,60,110,112,0,0,0,0,0,0,0,0,18.2,30,30.7,42.5,13.5,19.5,20.4,27.4,18.2,30,30.7,42.5,13.5,19.5,20.4,27.4,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
150519067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",05/19/2015 12:00:00 AM,2015 Report Week 20,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,393254,73440,50105,84510,221262,246961,379212,381576,14042,11678,393254,73440,50105,84510,221262,246961,379212,381576,14042,11678,0,0,0,0,0,0,0,0,0,0,-35224,-814,-6555,-9276,-22059,-19228,-32149,-35059,-3075,-165,100,18.7,12.7,21.5,56.3,62.8,96.4,97,3.6,3,100,18.7,12.7,21.5,56.3,62.8,96.4,97,3.6,3,100,0,0,0,0,0,0,0,0,0,128,33,29,46,59,60,115,113,128,33,29,46,59,60,115,113,0,0,0,0,0,0,0,0,17.9,31,30.8,44.3,13.6,20.3,20.3,28.9,17.9,31,30.8,44.3,13.6,20.3,20.3,28.9,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
150512067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",05/12/2015 12:00:00 AM,2015 Report Week 19,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,428478,74254,56660,93786,243321,266189,411361,416635,17117,11843,428478,74254,56660,93786,243321,266189,411361,416635,17117,11843,0,0,0,0,0,0,0,0,0,0,-20724,-4464,300,-4198,-9086,-15967,-17748,-19865,-2976,-859,100,17.3,13.2,21.9,56.8,62.1,96,97.2,4,2.8,100,17.3,13.2,21.9,56.8,62.1,96,97.2,4,2.8,100,0,0,0,0,0,0,0,0,0,132,29,30,45,65,64,118,117,132,29,30,45,65,64,118,117,0,0,0,0,0,0,0,0,16.5,29.7,29.2,41.8,12.3,21.8,19.1,29.3,16.5,29.7,29.2,41.8,12.3,21.8,19.1,29.3,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
150505067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",05/05/2015 12:00:00 AM,2015 Report Week 18,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,449202,78718,56360,97984,252407,282156,429109,436500,20093,12702,449202,78718,56360,97984,252407,282156,429109,436500,20093,12702,0,0,0,0,0,0,0,0,0,0,6418,378,6776,392,4592,-353,5362,6815,1056,-397,100,17.5,12.5,21.8,56.2,62.8,95.5,97.2,4.5,2.8,100,17.5,12.5,21.8,56.2,62.8,95.5,97.2,4.5,2.8,100,0,0,0,0,0,0,0,0,0,133,31,29,44,67,63,121,115,133,31,29,44,67,63,121,115,0,0,0,0,0,0,0,0,17.6,30.7,29.7,42.4,12.9,22.8,20.1,30.4,17.6,30.7,29.7,42.4,12.9,22.8,20.1,30.4,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
150428067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",04/28/2015 12:00:00 AM,2015 Report Week 17,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,442784,78340,49584,97592,247815,282509,423747,429685,19037,13099,442784,78340,49584,97592,247815,282509,423747,429685,19037,13099,0,0,0,0,0,0,0,0,0,0,2032,-6976,-1023,-4650,10236,6229,-1390,556,3422,1476,100,17.7,11.2,22,56,63.8,95.7,97,4.3,3,100,17.7,11.2,22,56,63.8,95.7,97,4.3,3,100,0,0,0,0,0,0,0,0,0,127,33,26,43,61,60,112,112,127,33,26,43,61,60,112,112,0,0,0,0,0,0,0,0,18.6,29.9,31.5,42.2,12.4,22.7,19.7,30.3,18.6,29.9,31.5,42.2,12.4,22.7,19.7,30.3,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
150421067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",04/21/2015 12:00:00 AM,2015 Report Week 16,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,440752,85316,50607,102242,237579,276280,425137,429129,15615,11623,440752,85316,50607,102242,237579,276280,425137,429129,15615,11623,0,0,0,0,0,0,0,0,0,0,-23379,-2288,-8325,-6404,-14973,-7324,-23665,-22053,286,-1326,100,19.4,11.5,23.2,53.9,62.7,96.5,97.4,3.5,2.6,100,19.4,11.5,23.2,53.9,62.7,96.5,97.4,3.5,2.6,100,0,0,0,0,0,0,0,0,0,131,33,27,45,64,62,117,116,131,33,27,45,64,62,117,116,0,0,0,0,0,0,0,0,20.6,29.7,33.3,41.7,14.4,23.4,22,31.3,20.6,29.7,33.3,41.7,14.4,23.4,22,31.3,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
150414067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",04/14/2015 12:00:00 AM,2015 Report Week 15,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,464131,87604,58932,108646,252552,283604,448802,451182,15329,12949,464131,87604,58932,108646,252552,283604,448802,451182,15329,12949,0,0,0,0,0,0,0,0,0,0,3131,-3098,3966,-2084,8073,1529,2891,3411,240,-280,100,18.9,12.7,23.4,54.4,61.1,96.7,97.2,3.3,2.8,100,18.9,12.7,23.4,54.4,61.1,96.7,97.2,3.3,2.8,100,0,0,0,0,0,0,0,0,0,138,35,31,49,66,64,123,123,138,35,31,49,66,64,123,123,0,0,0,0,0,0,0,0,22.1,28.1,34.8,40.1,14.6,20.8,21.9,28.4,22.1,28.1,34.8,40.1,14.6,20.8,21.9,28.4,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
150407067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",04/07/2015 12:00:00 AM,2015 Report Week 14,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,461000,90702,54966,110730,244479,282075,445911,447771,15089,13229,461000,90702,54966,110730,244479,282075,445911,447771,15089,13229,0,0,0,0,0,0,0,0,0,0,18962,11309,339,7899,-1258,10302,17950,18540,1012,422,100,19.7,11.9,24,53,61.2,96.7,97.1,3.3,2.9,100,19.7,11.9,24,53,61.2,96.7,97.1,3.3,2.9,100,0,0,0,0,0,0,0,0,0,138,33,32,47,67,65,122,124,138,33,32,47,67,65,122,124,0,0,0,0,0,0,0,0,21.8,29.4,33.7,41.9,12.4,21.2,20.1,28.7,21.8,29.4,33.7,41.9,12.4,21.2,20.1,28.7,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
150331067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",03/31/2015 12:00:00 AM,2015 Report Week 13,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,442038,79393,54627,102831,245737,271773,427961,429231,14077,12807,442038,79393,54627,102831,245737,271773,427961,429231,14077,12807,0,0,0,0,0,0,0,0,0,0,10160,3156,12526,-13030,21404,11130,11530,10626,-1370,-466,100,18,12.4,23.3,55.6,61.5,96.8,97.1,3.2,2.9,100,18,12.4,23.3,55.6,61.5,96.8,97.1,3.2,2.9,100,0,0,0,0,0,0,0,0,0,132,31,29,46,67,63,120,118,132,31,29,46,67,63,120,118,0,0,0,0,0,0,0,0,20.3,27.1,32.9,40.9,12.7,19,19.9,27.7,20.3,27.1,32.9,40.9,12.7,19,19.9,27.7,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
150324067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",03/24/2015 12:00:00 AM,2015 Report Week 12,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,431878,76237,42101,115861,224333,260643,416431,418605,15447,13273,431878,76237,42101,115861,224333,260643,416431,418605,15447,13273,0,0,0,0,0,0,0,0,0,0,-19447,2548,-3568,-10042,-12656,-7842,-20150,-21452,703,2005,100,17.7,9.7,26.8,51.9,60.4,96.4,96.9,3.6,3.1,100,17.7,9.7,26.8,51.9,60.4,96.4,96.9,3.6,3.1,100,0,0,0,0,0,0,0,0,0,130,28,30,44,67,62,118,115,130,28,30,44,67,62,118,115,0,0,0,0,0,0,0,0,20.3,28.4,33.1,40.4,12.1,19.2,19.9,26.4,20.3,28.4,33.1,40.4,12.1,19.2,19.9,26.4,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
150317067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",03/17/2015 12:00:00 AM,2015 Report Week 11,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,451325,73689,45669,125903,236989,268485,436581,440057,14744,11268,451325,73689,45669,125903,236989,268485,436581,440057,14744,11268,0,0,0,0,0,0,0,0,0,0,12838,-1489,-4500,7919,7014,9824,13444,13243,-606,-405,100,16.3,10.1,27.9,52.5,59.5,96.7,97.5,3.3,2.5,100,16.3,10.1,27.9,52.5,59.5,96.7,97.5,3.3,2.5,100,0,0,0,0,0,0,0,0,0,130,30,27,50,68,63,124,117,130,30,27,50,68,63,124,117,0,0,0,0,0,0,0,0,20.2,28.9,32.7,41.5,11.3,17.9,18.8,25.2,20.2,28.9,32.7,41.5,11.3,17.9,18.8,25.2,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
150310067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",03/10/2015 12:00:00 AM,2015 Report Week 10,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,438487,75178,50169,117984,229975,258661,423137,426814,15350,11673,438487,75178,50169,117984,229975,258661,423137,426814,15350,11673,0,0,0,0,0,0,0,0,0,0,-3893,-3635,-13789,11912,-11682,-217,-3405,-2094,-488,-1799,100,17.1,11.4,26.9,52.4,59,96.5,97.3,3.5,2.7,100,17.1,11.4,26.9,52.4,59,96.5,97.3,3.5,2.7,100,0,0,0,0,0,0,0,0,0,131,34,30,54,63,60,124,119,131,34,30,54,63,60,124,119,0,0,0,0,0,0,0,0,18.4,28.1,31.7,41.6,11.8,19.6,19.4,27.1,18.4,28.1,31.7,41.6,11.8,19.6,19.4,27.1,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
150303067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",03/03/2015 12:00:00 AM,2015 Report Week 09,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,442380,78813,63958,106072,241657,258878,426542,428908,15838,13472,442380,78813,63958,106072,241657,258878,426542,428908,15838,13472,0,0,0,0,0,0,0,0,0,0,-7929,-7171,16153,-12409,11511,-11244,-8069,-7500,140,-429,100,17.8,14.5,24,54.6,58.5,96.4,97,3.6,3,100,17.8,14.5,24,54.6,58.5,96.4,97,3.6,3,100,0,0,0,0,0,0,0,0,0,126,32,27,49,62,60,118,113,126,32,27,49,62,60,118,113,0,0,0,0,0,0,0,0,18.5,29.3,31.6,42.2,13.2,20.2,21.6,29.3,18.5,29.3,31.6,42.2,13.2,20.2,21.6,29.3,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
150224067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",02/24/2015 12:00:00 AM,2015 Report Week 08,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,450309,85984,47805,118481,230146,270122,434611,436408,15698,13901,450309,85984,47805,118481,230146,270122,434611,436408,15698,13901,0,0,0,0,0,0,0,0,0,0,-2566,7442,5966,-9260,-1096,-530,-2914,-3824,348,1258,100,19.1,10.6,26.3,51.1,60,96.5,96.9,3.5,3.1,100,19.1,10.6,26.3,51.1,60,96.5,96.9,3.5,3.1,100,0,0,0,0,0,0,0,0,0,131,36,24,47,65,65,119,119,131,36,24,47,65,65,119,119,0,0,0,0,0,0,0,0,19.8,26.6,32.3,39.8,11.8,18.9,20.2,25.6,19.8,26.6,32.3,39.8,11.8,18.9,20.2,25.6,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
150217067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",02/17/2015 12:00:00 AM,2015 Report Week 07,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,452875,78542,41839,127741,231242,270652,437525,440232,15350,12643,452875,78542,41839,127741,231242,270652,437525,440232,15350,12643,0,0,0,0,0,0,0,0,0,0,-10662,586,-9965,-4839,-7995,3886,-12248,-10918,1586,256,100,17.3,9.2,28.2,51.1,59.8,96.6,97.2,3.4,2.8,100,17.3,9.2,28.2,51.1,59.8,96.6,97.2,3.4,2.8,100,0,0,0,0,0,0,0,0,0,131,41,19,49,67,63,124,117,131,41,19,49,67,63,124,117,0,0,0,0,0,0,0,0,18.5,25.9,30.7,38.3,11.7,18.4,18.8,24.9,18.5,25.9,30.7,38.3,11.7,18.4,18.8,24.9,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
150210067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",02/10/2015 12:00:00 AM,2015 Report Week 06,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,463537,77956,51804,132580,239237,266766,449773,451150,13764,12387,463537,77956,51804,132580,239237,266766,449773,451150,13764,12387,0,0,0,0,0,0,0,0,0,0,-92,2726,3696,110,-156,-2958,2680,848,-2772,-940,100,16.8,11.2,28.6,51.6,57.6,97,97.3,3,2.7,100,16.8,11.2,28.6,51.6,57.6,97,97.3,3,2.7,100,0,0,0,0,0,0,0,0,0,133,35,25,51,68,65,125,121,133,35,25,51,68,65,125,121,0,0,0,0,0,0,0,0,19.6,27.3,32.1,39.7,11,16.5,17.3,23.3,19.6,27.3,32.1,39.7,11,16.5,17.3,23.3,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
150203067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",02/03/2015 12:00:00 AM,2015 Report Week 05,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,463629,75230,48108,132470,239393,269724,447093,450302,16536,13327,463629,75230,48108,132470,239393,269724,447093,450302,16536,13327,0,0,0,0,0,0,0,0,0,0,15933,-7861,6812,18380,8202,-4229,18721,20963,-2788,-5030,100,16.2,10.4,28.6,51.6,58.2,96.4,97.1,3.6,2.9,100,16.2,10.4,28.6,51.6,58.2,96.4,97.1,3.6,2.9,100,0,0,0,0,0,0,0,0,0,132,35,25,47,68,66,122,120,132,35,25,47,68,66,122,120,0,0,0,0,0,0,0,0,24.6,28.9,36.8,40.8,11.4,17.1,17.6,24.2,24.6,28.9,36.8,40.8,11.4,17.1,17.6,24.2,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
150127067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",01/27/2015 12:00:00 AM,2015 Report Week 04,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,447696,83091,41296,114090,231191,273953,428372,429339,19324,18357,447696,83091,41296,114090,231191,273953,428372,429339,19324,18357,0,0,0,0,0,0,0,0,0,0,20199,-1746,225,8173,12096,9021,18523,17419,1676,2780,100,18.6,9.2,25.5,51.6,61.2,95.7,95.9,4.3,4.1,100,18.6,9.2,25.5,51.6,61.2,95.7,95.9,4.3,4.1,100,0,0,0,0,0,0,0,0,0,123,33,24,48,58,59,113,113,123,33,24,48,58,59,113,113,0,0,0,0,0,0,0,0,24.8,28.9,37.5,41.4,12.7,20.8,19.7,27.9,24.8,28.9,37.5,41.4,12.7,20.8,19.7,27.9,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
